t	totalEnergy 	temperature  	pressure 	volume 		PtensXX 	PtensXY 	PtensXZ 	PtensYX 	PtensYY 	PtensYZ 	PtensZX 	PtensZY 	PtensZZ
0,0	-1,201968E+06	2,999998E+02	5,539072E+01	5,568179E+03
0,005	-1,201968E+06	3,042076E+02	5,448879E+01	5,568179E+03
0,01	-1,201969E+06	3,086665E+02	5,362175E+01	5,568179E+03
0,015	-1,201968E+06	3,006657E+02	5,279618E+01	5,568179E+03
0,02	-1,201968E+06	3,050073E+02	5,195252E+01	5,568179E+03
0,025	-1,201968E+06	3,110117E+02	5,158769E+01	5,568179E+03
0,03	-1,201968E+06	3,091191E+02	5,089449E+01	5,568179E+03
0,035	-1,201968E+06	3,110667E+02	5,010678E+01	5,568179E+03
0,04	-1,201968E+06	3,150134E+02	5,043355E+01	5,568179E+03
0,045	-1,201968E+06	3,154469E+02	5,134719E+01	5,568179E+03
0,05	-1,201969E+06	3,083176E+02	5,206014E+01	5,568179E+03
0,055	-1,201968E+06	2,836090E+02	5,259351E+01	5,568179E+03
0,06	-1,201968E+06	2,962429E+02	5,256170E+01	5,568179E+03
0,065	-1,201969E+06	3,131517E+02	5,253462E+01	5,568179E+03
0,07	-1,201968E+06	3,095909E+02	5,335718E+01	5,568179E+03
0,075	-1,201969E+06	3,230350E+02	5,380065E+01	5,568179E+03
0,08	-1,201969E+06	3,181525E+02	5,300810E+01	5,568179E+03
0,085	-1,201968E+06	2,986950E+02	5,203377E+01	5,568179E+03
0,09	-1,201968E+06	3,012241E+02	5,134646E+01	5,568179E+03
0,095	-1,201969E+06	3,179214E+02	5,142441E+01	5,568179E+03
0,1	-1,201968E+06	3,107657E+02	5,272171E+01	5,568179E+03
0,105	-1,201969E+06	3,271839E+02	5,356649E+01	5,568179E+03
0,11	-1,201968E+06	3,180797E+02	5,387000E+01	5,568179E+03
0,115	-1,201967E+06	2,885865E+02	5,404516E+01	5,568179E+03
0,12	-1,201969E+06	3,183736E+02	5,347810E+01	5,568179E+03
0,125	-1,201968E+06	3,141532E+02	5,317626E+01	5,568179E+03
0,13	-1,201968E+06	3,038124E+02	5,290933E+01	5,568179E+03
0,135	-1,201969E+06	3,130413E+02	5,203697E+01	5,568179E+03
0,14	-1,201968E+06	3,050203E+02	5,151216E+01	5,568179E+03
0,145	-1,201968E+06	2,983570E+02	5,154798E+01	5,568179E+03
0,15	-1,201968E+06	3,038940E+02	5,141712E+01	5,568179E+03
0,155	-1,201969E+06	3,059583E+02	5,157488E+01	5,568179E+03
0,16	-1,201968E+06	2,947789E+02	5,191510E+01	5,568179E+03
0,165	-1,201968E+06	3,082212E+02	5,154034E+01	5,568179E+03
0,17	-1,201969E+06	3,092524E+02	5,132109E+01	5,568179E+03
0,175	-1,201968E+06	2,929061E+02	5,134360E+01	5,568179E+03
0,18	-1,201969E+06	3,111744E+02	5,107022E+01	5,568179E+03
0,185	-1,201968E+06	3,124922E+02	5,179395E+01	5,568179E+03
0,19	-1,201968E+06	3,080875E+02	5,305986E+01	5,568179E+03
0,195	-1,201968E+06	3,075875E+02	5,381989E+01	5,568179E+03
0,2	-1,201968E+06	2,991650E+02	5,442473E+01	5,568179E+03
0,205	-1,201968E+06	3,059795E+02	5,456711E+01	5,568179E+03
0,21	-1,201968E+06	3,119707E+02	5,463425E+01	5,568179E+03
0,215	-1,201968E+06	3,113715E+02	5,498357E+01	5,568179E+03
0,22	-1,201968E+06	3,170700E+02	5,460026E+01	5,568179E+03
0,225	-1,201968E+06	3,215016E+02	5,354992E+01	5,568179E+03
0,23	-1,201968E+06	3,119202E+02	5,267361E+01	5,568179E+03
0,235	-1,201968E+06	3,074888E+02	5,240067E+01	5,568179E+03
0,24	-1,201969E+06	3,079423E+02	5,244840E+01	5,568179E+03
0,245	-1,201968E+06	2,894970E+02	5,246111E+01	5,568179E+03
0,25	-1,201968E+06	3,195720E+02	5,171183E+01	5,568179E+03
0,255	-1,201969E+06	3,316390E+02	5,063337E+01	5,568179E+03
0,26	-1,201968E+06	2,956087E+02	5,040569E+01	5,568179E+03
0,265	-1,201969E+06	3,068852E+02	5,075390E+01	5,568179E+03
0,27	-1,201968E+06	3,017778E+02	5,172794E+01	5,568179E+03
0,275	-1,201969E+06	3,143913E+02	5,243216E+01	5,568179E+03
0,28	-1,201968E+06	3,023842E+02	5,273547E+01	5,568179E+03
0,285	-1,201969E+06	3,091880E+02	5,262482E+01	5,568179E+03
0,29	-1,201969E+06	3,062610E+02	5,303104E+01	5,568179E+03
0,295	-1,201968E+06	3,059661E+02	5,345127E+01	5,568179E+03
0,3	-1,201969E+06	3,326279E+02	5,303632E+01	5,568179E+03
0,305	-1,201968E+06	3,039349E+02	5,235550E+01	5,568179E+03
0,31	-1,201968E+06	3,007293E+02	5,147180E+01	5,568179E+03
0,315	-1,201969E+06	3,144013E+02	5,111947E+01	5,568179E+03
0,32	-1,201968E+06	3,109640E+02	5,100314E+01	5,568179E+03
0,325	-1,201969E+06	3,162792E+02	5,082699E+01	5,568179E+03
0,33	-1,201968E+06	3,122868E+02	5,129712E+01	5,568179E+03
0,335	-1,201969E+06	3,143514E+02	5,138097E+01	5,568179E+03
0,34	-1,201968E+06	3,076947E+02	5,076650E+01	5,568179E+03
0,345	-1,201969E+06	3,199740E+02	5,010076E+01	5,568179E+03
0,35	-1,201969E+06	3,210873E+02	4,939615E+01	5,568179E+03
0,355	-1,201968E+06	3,031690E+02	4,846918E+01	5,568179E+03
0,36	-1,201969E+06	2,986900E+02	4,757058E+01	5,568179E+03
0,365	-1,201968E+06	2,875853E+02	4,732219E+01	5,568179E+03
0,37	-1,201969E+06	3,156558E+02	4,741040E+01	5,568179E+03
0,375	-1,201969E+06	3,151566E+02	4,800217E+01	5,568179E+03
0,38	-1,201968E+06	2,988930E+02	4,901512E+01	5,568179E+03
0,385	-1,201969E+06	3,151241E+02	4,984115E+01	5,568179E+03
0,39	-1,201968E+06	2,970124E+02	5,063301E+01	5,568179E+03
0,395	-1,201968E+06	3,052777E+02	5,140462E+01	5,568179E+03
0,4	-1,201969E+06	3,231550E+02	5,236319E+01	5,568179E+03
0,405	-1,201969E+06	3,182896E+02	5,263810E+01	5,568179E+03
0,41	-1,201968E+06	3,072871E+02	5,228449E+01	5,568179E+03
0,415	-1,201968E+06	3,062581E+02	5,164905E+01	5,568179E+03
0,42	-1,201969E+06	3,104296E+02	5,062598E+01	5,568179E+03
0,425	-1,201968E+06	3,060758E+02	4,945874E+01	5,568179E+03
0,43	-1,201968E+06	2,989401E+02	4,815721E+01	5,568179E+03
